"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"1092","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00028","Ph","-","-","phrog_38","terminase large subunit","-"
"1093","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00029","Ph","-","-","phrog_38","terminase large subunit","-"
"1094","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00025","Ph","-","-","phrog_2303","head scaffolding protein","-"
"1095","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00032","Ph","-","-","phrog_2538","terminase small subunit","-"
"1096","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00026","Ph","-","-","phrog_4611","minor head protein","-"
"1097","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00021","S","34B2Z","unknown","-","-","-"
"1098","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00019","S","305KB","unknown","-","-","-"
"1099","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00013","Ph","-","-","phrog_202","distal tail protein Dit","-"
"1100","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00022","S","33IQ1","unknown","-","-","-"
"1101","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00001","S","34C4Y","unknown","-","-","-"
"1102","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00010","Ph","-","-","phrog_10","major head protein","-"
"1103","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00001","Ph","-","-","phrog_538","minor tail protein","-"
"1104","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00007","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"1105","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00003","Ph","-","-","phrog_1272","tail length tape measure protein","-"
"1106","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00005","Ph","-","-","phrog_88","major tail protein","-"
"1107","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00006","Ph","-","-","phrog_78","tail terminator","-"
"1108","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00004","Ph","-","-","phrog_2115","tail protein","-"
"1109","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00011","0","","","-","-","-"
"1110","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00002","Ph","-","-","phrog_33","distal tail protein Dit","-"
"1111","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00009","Ph","-","-","phrog_40","head-tail adaptor Ad1","-"
"1112","Paenibacillus larvae","ADZY03000097.1||full","ADZY03000097.1||full__00008","Ph","-","-","phrog_25","head closure Hc1","-"
"1113","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00025","S","33P4N","unknown","-","-","-"
"1114","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00026","0","","","-","-","-"
"1115","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00024","Ph","-","-","phrog_69","exonuclease","-"
"1116","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00010","Ph","-","-","phrog_62","DNA helicase","-"
"1117","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00011","Ph","-","-","phrog_93","endonuclease","-"
"1118","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00031","S","4QAIJ","C-5 cytosine-specific DNA methylase","-","-","-"
"1119","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00028","Ph","-","-","phrog_4681","antitoxin from a toxin-antitoxin system","Unspecified Moron"
"1120","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00005","Ph","-","-","phrog_497","toxin-antitoxin system HicB-like","Unspecified Moron"
"1121","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00040","S","33J4E","unknown","-","-","-"
"1122","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00034","0","","","-","-","-"
"1123","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00014","S","33C23","unknown","-","-","-"
"1124","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00036","0","","","-","-","-"
"1125","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00018","S","4QAXV","YopX protein","-","-","-"
"1126","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00035","0","","","-","-","-"
"1127","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00037","0","","","-","-","-"
"1128","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00038","0","","","-","-","-"
"1129","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00013","S","32KGP","unknown","-","-","-"
"1130","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00009","S","33BW7","Protein of unknwon function (DUF3310)","-","-","-"
"1131","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00004","S","33G8I","unknown","-","-","-"
"1132","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00003","0","","","-","-","-"
"1133","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00029","0","","","-","-","-"
"1134","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00006","Ph","-","-","phrog_353","toxin","Unspecified Moron"
"1135","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00007","S","33BWX","unknown","-","-","-"
"1136","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00030","0","","","-","-","-"
"1137","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00039","0","","","-","-","-"
"1138","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00033","0","","","-","-","-"
"1139","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00032","0","","","-","-","-"
"1140","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00027","0","","","-","-","-"
"1141","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00021","0","","","-","-","-"
"1142","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00015","0","","","-","-","-"
"1143","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00001","Ph","-","-","phrog_361","terminase small subunit","-"
"1144","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00008","Ph","-","-","phrog_36","transcriptional regulator","-"
"1145","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00012","Ph","-","-","phrog_256","DNA helicase","-"
"1146","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00023","Ph","-","-","phrog_112","Gp2.5-like ssDNA binding protein and ssDNA annealing protein","-"
"1147","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00022","Ph","-","-","phrog_17","DNA polymerase","-"
"1148","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00017","0","","","-","-","-"
"1149","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00002","Ph","-","-","phrog_119","HNH endonuclease","-"
"1150","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00016","0","","","-","-","-"
"1151","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00019","0","","","-","-","-"
"1152","Paenibacillus larvae","ADZY03000110.1||full","ADZY03000110.1||full__00020","S","2ZMF3","unknown","-","-","-"
"1153","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00019","S","32XJQ","unknown","-","-","-"
"1154","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00008","Ph","-","-","phrog_10250","terminase large subunit","-"
"1155","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00006","0","","","-","-","-"
"1156","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00014","S","2ZX3I","unknown","-","-","-"
"1157","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00011","Ph","-","-","phrog_172","head scaffolding protein","-"
"1158","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00016","Ph","-","-","phrog_176","tail terminator","-"
"1159","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00001","S","30BXN","unknown","-","-","-"
"1160","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00017","Ph","-","-","phrog_1407","major tail protein","-"
"1161","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00002","Ph","-","-","phrog_36","transcriptional regulator","-"
"1162","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00023","Ph","-","-","phrog_5339","virion structural protein","-"
"1163","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00007","Ph","-","-","phrog_509","terminase small subunit","-"
"1164","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00012","Ph","-","-","phrog_544","major head protein","-"
"1165","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00026","Ph","-","-","phrog_199","holin","-"
"1166","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00004","0","","","-","-","-"
"1167","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00010","Ph","-","-","phrog_115","minor head protein","-"
"1168","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00005","S","33670","unknown","-","-","-"
"1169","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00003","S","33BWX","unknown","-","-","-"
"1170","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00009","Ph","-","-","phrog_64","portal protein","-"
"1171","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00020","Ph","-","-","phrog_58","tail length tape measure protein","-"
"1172","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00025","S","4QEHA","","-","-","-"
"1173","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00013","Ph","-","-","phrog_132","head-tail adaptor","-"
"1174","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00022","Ph","-","-","phrog_3558","tail protein","-"
"1175","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00021","Ph","-","-","phrog_33","distal tail protein Dit","-"
"1176","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00018","Ph","-","-","phrog_2115","tail protein","-"
"1177","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00024","S","4QCNP","","-","-","-"
"1178","Paenibacillus larvae","ADZY03000119.1||full","ADZY03000119.1||full__00015","S","32YF3","unknown","-","-","-"
"1179","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00012","Ph","-","-","phrog_115","minor head protein","-"
"1180","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00001","S","349N1","unknown","-","-","-"
"1181","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00013","Ph","-","-","phrog_194","head scaffolding protein","-"
"1182","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00011","Ph","-","-","phrog_64","portal protein","-"
"1183","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00017","Ph","-","-","phrog_615","head-tail adaptor","-"
"1184","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00003","S","34A9H","unknown","-","-","-"
"1185","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00009","Ph","-","-","phrog_509","terminase small subunit","-"
"1186","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00015","Ph","-","-","phrog_29","major head protein","-"
"1187","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00010","Ph","-","-","phrog_3717","terminase large subunit","-"
"1188","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00007","0","","","-","-","-"
"1189","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00002","L","2SGCR","DNA methylase","-","-","-"
"1190","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00006","S","33BWX","unknown","-","-","-"
"1191","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00028","Ph","-","-","phrog_400","tail protein","-"
"1192","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00014","Ph","-","-","phrog_909","major head protein","-"
"1193","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00008","0","","","-","-","-"
"1194","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00029","S","33B66","Protein of unknown function (DUF2577)","-","-","-"
"1195","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00004","0","","","-","-","-"
"1196","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00024","Ph","-","-","phrog_389","tail protein XkdN-like","-"
"1197","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00027","Ph","-","-","phrog_380","endolysin","-"
"1198","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00020","S","32FG6","unknown","-","-","-"
"1199","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00025","S","33MIG","unknown","-","-","-"
"1200","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00018","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"1201","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00005","Ph","-","-","phrog_1190","RNA polymerase sigma factor","-"
"1202","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00016","Ph","-","-","phrog_132","head-tail adaptor","-"
"1203","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00026","Ph","-","-","phrog_1068","tail length tape measure protein","-"
"1204","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00021","Ph","-","-","phrog_279","tail sheath","-"
"1205","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00019","S","32YNZ","unknown","-","-","-"
"1206","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00022","Ph","-","-","",NA,"-"
"1207","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00030","Ph","-","-","phrog_120","baseplate wedge subunit","-"
"1208","Paenibacillus larvae","ADZY03000162.1||full","ADZY03000162.1||full__00023","Ph","-","-","phrog_365","tail protein","-"
"1209","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00003","Ph","-","-","phrog_18248","transcriptional regulator","-"
"1210","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00009","0","","","-","-","-"
"1211","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00008","0","","","-","-","-"
"1212","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00006","S","33M1V","unknown","-","-","-"
"1213","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00001","U","COG4473","ABC transporter","-","-","-"
"1214","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00005","Ph","-","-","phrog_63","anti-repressor Ant","-"
"1215","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00007","Ph","-","-","phrog_373","anti-repressor","-"
"1216","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00002","Ph","-","-","phrog_1","integrase","-"
"1217","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00004","Ph","-","-","phrog_1468","transcriptional repressor","-"
"1218","Paenibacillus larvae","ADZY03000211.1||full_1","ADZY03000211.1||full_1__00010","0","","","-","-","-"
"1219","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00006","Ph","-","-","phrog_1407","major tail protein","-"
"1220","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00003","Ph","-","-","phrog_25","head closure Hc1","-"
"1221","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00008","S","32XJQ","unknown","-","-","-"
"1222","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00004","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"1223","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00009","Ph","-","-","phrog_1272","tail length tape measure protein","-"
"1224","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00002","Ph","-","-","phrog_40","head-tail adaptor Ad1","-"
"1225","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00007","0","","","-","-","-"
"1226","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00005","Ph","-","-","phrog_176","tail terminator","-"
"1227","Paenibacillus larvae","ADZY03000216.1||full","ADZY03000216.1||full__00001","Ph","-","-","phrog_10","major head protein","-"
"1228","Paenibacillus larvae","ADZY03000221.1||full","ADZY03000221.1||full__00004","S","30E2J","unknown","-","-","-"
"1229","Paenibacillus larvae","ADZY03000221.1||full","ADZY03000221.1||full__00003","S","33R24","unknown","-","-","-"
"1230","Paenibacillus larvae","ADZY03000221.1||full","ADZY03000221.1||full__00002","Ph","-","-","phrog_1299","holin","-"
"1231","Paenibacillus larvae","ADZY03000221.1||full","ADZY03000221.1||full__00005","0","","","-","-","-"
"1232","Paenibacillus larvae","ADZY03000221.1||full","ADZY03000221.1||full__00001","S","4QCCA","","-","-","-"
"1233","Paenibacillus larvae","ADZY03000221.1||full","ADZY03000221.1||full__00006","Ph","-","-","phrog_37443","toxin","Unspecified Moron"
"1234","Paenibacillus larvae","ADZY03000229.1||full","ADZY03000229.1||full__00002","Ph","-","-","phrog_4691","excisionase","-"
"1235","Paenibacillus larvae","ADZY03000229.1||full","ADZY03000229.1||full__00003","S","339UU","unknown","-","-","-"
