protein	nogbit	nogcat	nogdomain	nogevalue	noghit	nogname
CH981373.1||full_1__00006	44.8	S	Bacteria	1.50E-11	348UT	unknown
CH981373.1||full_1__00007	129.4	S	Bacteria	1.10E-37	COG3646	Phage regulatory protein
CH981373.1||full_1__00008	145.7	S	Bacteria	3.30E-43	34AHR	Helix-turn-helix domain
CH981373.1||full_1__00009	99	S	Virus	2.80E-28	4QEX6	
CH981373.1||full_1__00010	18.4	S	Virus	0.0008	4QAYV	Phage portal protein
CH981373.1||full_1__00012	117	S	Virus	2.50E-34	4QC3C	
CH981373.1||full_1__00013	130.1	S	Virus	2.50E-38	4QEAN	
CH981373.1||full_1__00014	60.3	S	Bacteria	1.40E-16	33J4E	unknown
CH981373.1||full_1__00021	21.2	S	Archaea	0.0002	arCOG06113	unknown
CH981373.1||full_1__00023	53.7	S	Virus	1.80E-14	4QAIJ	C-5 cytosine-specific DNA methylase
CH981373.1||full_1__00026	111.3	K	Bacteria	5.20E-32	COG2002	toxin-antitoxin pair type II binding
CH981373.1||full_1__00027	140.4	S	Bacteria	3.90E-41	331KR	unknown
CH981373.1||full_1__00028	42.8	S	Bacteria	3.50E-11	33M1V	unknown
CH981373.1||full_1__00030	91	S	Bacteria	3.90E-26	306F8	unknown
CH981373.1||full_1__00032	114	K	Bacteria	8.20E-33	COG2002	toxin-antitoxin pair type II binding
CH981373.1||full_1__00033	140.4	S	Bacteria	3.90E-41	331KR	unknown
CH981373.1||full_1__00034	317	S	Bacteria	6.40E-95	2ZCCB	unknown
CH981373.1||full_1__00035	558.1	S	Virus	1.40E-167	4QEW8	
CH981373.1||full_1__00036	490.1	S	Virus	3.30E-147	4QH4V	AAA domain
CH981373.1||full_1__00037	222.3	S	Virus	4.10E-66	4QDCH	
CH981373.1||full_1__00038	347.1	KL	Eukarya	1.90E-103	2QT4U	DEAD DEAH box helicase
CH981373.1||full_1__00039	512.4	S	Virus	2.00E-153	4QB9Y	"hydrolase activity, acting on acid anhydrides"
CH981373.1||full_1__00041	87.5	S	Virus	9.80E-25	4QB0C	Endodeoxyribonuclease RusA
CH981373.1||full_1__00042	68.1	S	Bacteria	3.40E-19	30AXH	unknown
CH981373.1||full_1__00043	114.8	S	Virus	4.90E-33	4QC5H	sigma factor activity
CH981373.1||full_1__00044	80.4	S	Bacteria	5.50E-23	30BXN	unknown
CH981373.1||full_1__00045	171.4	S	Bacteria	8.50E-51	30XF2	unknown
CH981373.1||full_1__00046	132.5	S	Bacteria	4.20E-39	33BWX	unknown
CH981373.1||full_1__00047	21.6	S	Bacteria	0.00015	32DE8	Protein of unknown function (DUF2829)
CH981373.1||full_1__00048	112.8	S	Bacteria	1.40E-32	33670	unknown
CH981373.1||full_1__00050	219.2	S	Virus	5.00E-65	4QEER	
CH981373.1||full_1__00051	542	S	Virus	8.30E-163	4QC1Z	Terminase-like family
CH981373.1||full_1__00052	498.7	S	Bacteria	1.40E-149	2Z7Z6	"Phage portal protein, SPP1 family"
CH981373.1||full_1__00053	99.2	S	Virus	3.80E-28	4QC5Z	Phage Mu protein F like protein
CH981373.1||full_1__00054	175.2	S	Bacteria	1.80E-51	32YZX	Domain of unknown function (DUF4355)
CH981373.1||full_1__00055	353.8	S	Bacteria	5.60E-106	305QN	unknown
CH981373.1||full_1__00056	123.8	S	Bacteria	3.20E-36	3390I	unknown
CH981373.1||full_1__00057	80.3	S	Bacteria	8.00E-23	2ZX3I	unknown
CH981373.1||full_1__00058	159.3	S	Bacteria	3.20E-47	32YF3	unknown
CH981373.1||full_1__00059	191.2	S	Bacteria	5.80E-57	335RA	Domain of unknown function (DUF5072)
CH981373.1||full_1__00060	195.9	S	Bacteria	5.70E-58	COG5437	major tail protein TP901-1 family
CH981373.1||full_1__00061	135.9	S	Bacteria	3.90E-40	33J1M	unknown
CH981373.1||full_1__00062	175.1	S	Bacteria	4.80E-52	32XJQ	unknown
CH981373.1||full_1__00063	217	S	Virus	3.90E-64	4QFF1	
CH981373.1||full_1__00064	165	S	Virus	1.80E-48	4QCFF	
CH981373.1||full_1__00065	65.6	S	Bacteria	8.30E-18	COG4926	Phage minor structural protein
CH981373.1||full_1__00066	57.2	S	Virus	1.80E-15	4QCYA	cell adhesion
CH981373.1||full_1__00067	81.7	S	Virus	3.10E-23	4QCNP	
CH981373.1||full_1__00068	106.5	S	Virus	4.60E-31	4QEHA	
CH981373.1||full_1__00069	149.9	S	Bacteria	9.90E-44	COG4824	toxin secretion phage lysis holin
CH981373.1||full_1__00070	110.2	M	Bacteria	9.60E-32	COG5632	N-Acetylmuramoyl-L-alanine amidase
CH981373.1||full_1__00071	96.3	S	Bacteria	1.70E-27	32SVK	unknown
CH981373.1||full_1__00072	156.1	S	Virus	1.90E-46	4QCKR	
CH981373.1||full_1__00073	55.3	S	Bacteria	5.10E-15	334F6	Winged helix-turn helix
CH981373.1||full_1__00074	219.7	L	Eukarya	4.90E-65	2SPGZ	Integrase core domain
CH981373.1||full_1__00075	48.2	S	Bacteria	1.10E-12	30J7K	Helix-turn-helix domain
CH981373.1||full_1__00076	381.2	S	Eukarya	4.70E-114	2SQ9V	Bacillus/Clostridium GerA spore germination protein
CH981373.1||full_1__00077	202.8	E	Eukarya	1.10E-59	2SUPZ	"Thermolysin metallopeptidase, alpha-helical domain"
CH981373.1||full_1__00078	99.3	M	Archaea	2.10E-28	arCOG01391	PFAM Glycosyl transferase family 2
CH981373.1||full_1__00079	783.6	G	Eukarya	2.40E-235	KOG2653	D-gluconate metabolic process
CH981373.1||full_1__00080	131.7	S	Bacteria	8.00E-39	33MFV	unknown
CH981373.1||full_1__00082	276	S	Bacteria	5.90E-82	2Z8P5	"Lantibiotic dehydratase, C terminus"
CH981373.1||full_1__00083	23.2	C	Archaea	4.30E-05	arCOG00288	Nitroreductase
CH981373.1||full_1__00084	183.2	V	Archaea	9.40E-54	arCOG00194	ABC-type multidrug transport system ATPase component
CH981373.1||full_1__00085	154.1	U	Bacteria	4.50E-45	COG4473	ABC transporter
CH981373.1||full_1__00086	248.7	S	Virus	1.10E-73	4QAQE	Phage integrase family
CH981373.1||full_1__00087	56.8	K	Bacteria	2.50E-15	32V5G	unknown
CH981373.1||full_1__00088	109.1	K	Bacteria	7.20E-32	30IJQ	Helix-turn-helix
CH981373.1||full_1__00089	156.4	K	Bacteria	7.50E-46	COG3561	AntA/AntB antirepressor
CH981373.1||full_1__00090	102.6	S	Bacteria	7.30E-30	33M1V	unknown
CH981373.1||full_1__00091	145.3	S	Bacteria	1.30E-42	COG3646	Phage regulatory protein
CH981373.1||full_1__00094	19.5	S	Bacteria	0.00092	32IG0	unknown
CH981374.1||full_1__00001	23	S	Bacteria	9.20E-05	33CZF	"Psort location Cytoplasmic, score"
CH981374.1||full_1__00003	70.5	S	Bacteria	1.50E-19	3072E	unknown
CH981374.1||full_1__00005	44.3	KOT	Bacteria	5.90E-12	COG4512	PFAM Accessory gene regulator B
CH981374.1||full_1__00006	180.9	S	Bacteria	2.70E-53	30617	unknown
CH981374.1||full_1__00007	177	S	Virus	3.10E-52	4QBTR	Domain of unknown function (DUF4352)
CH981374.1||full_1__00008	115.8	S	Bacteria	7.40E-34	3067S	Cro/C1-type HTH DNA-binding domain
CH981374.1||full_1__00010	115.9	S	Eukarya	2.10E-33	2QVN0	unknown
CH981374.1||full_1__00012	112.9	S	Bacteria	1.10E-32	30E2J	unknown
CH981374.1||full_1__00013	280.2	S	Bacteria	1.70E-83	33R24	unknown
CH981374.1||full_1__00014	147.5	S	Virus	8.90E-44	4QCKR	
CH981374.1||full_1__00015	114.3	S	Virus	2.90E-33	4QCCA	
CH981374.1||full_1__00016	107.1	M	Bacteria	8.50E-31	COG5632	N-Acetylmuramoyl-L-alanine amidase
CH981374.1||full_1__00017	187.8	S	Virus	2.90E-56	4QDII	Pfam:Holin_BhlA
CH981374.1||full_1__00018	119.6	S	Virus	3.80E-35	4QEHA	
CH981374.1||full_1__00019	223.3	S	Virus	3.40E-67	4QCNP	
CH981374.1||full_1__00020	367.3	S	Virus	8.10E-110	4QCYA	cell adhesion
CH981374.1||full_1__00021	445.8	S	Bacteria	1.00E-133	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
CH981374.1||full_1__00022	111.7	S	Bacteria	4.80E-32	COG4722	phage tail
CH981374.1||full_1__00023	117.7	S	Virus	5.40E-34	4QCW9	
CH981386.1||full_1__00003	131.4	S	Bacteria	9.60E-39	33BWX	unknown
CH981386.1||full_1__00004	34	S	Eukarya	1.70E-08	2T0J3	ECF sigma factor
CH981386.1||full_1__00005	20.4	S	Bacteria	0.00028	333UM	unknown
CH981386.1||full_1__00006	174.8	S	Bacteria	3.70E-52	34A9H	unknown
CH981386.1||full_1__00007	147.9	L	Eukarya	4.70E-43	2SGCR	DNA methylase
CH981386.1||full_1__00008	327.4	S	Bacteria	1.90E-98	349N1	unknown
CH981386.1||full_1__00011	60.8	L	Bacteria	1.80E-16	COG4570	"Endonuclease that resolves Holliday junction intermediates made during homologous genetic recombination and DNA repair. Exhibits sequence and structure-selective cleavage of four-way DNA junctions, where it introduces symmetrical nicks in two strands of the same polarity at the 5' side of dinucleotides. Corrects the defects in genetic recombination and DNA repair associated with inactivation of ruvAB or ruvC"
CH981386.1||full_1__00012	70.8	S	Bacteria	4.70E-20	33AYC	unknown
CH981386.1||full_1__00014	106.5	S	Virus	1.60E-30	4QBU2	IstB-like ATP binding protein
CH981386.1||full_1__00015	45.3	S	Bacteria	8.20E-12	336MN	unknown
CH981386.1||full_1__00016	29	S	Bacteria	1.10E-06	33P45	HNH nucleases
CH981386.1||full_1__00017	82.7	S	Virus	2.90E-23	4QBP3	PDDEXK-like domain of unknown function (DUF3799)
CH981386.1||full_1__00018	377.6	S	Bacteria	3.30E-113	2ZA3S	unknown
CH981386.1||full_1__00019	66.7	S	Virus	1.90E-18	4QEW8	
CH981386.1||full_1__00020	213.7	S	Bacteria	1.40E-63	313RY	Protein of unknown function (DUF1256)
CH981386.1||full_1__00021	57.4	S	Bacteria	1.00E-15	30R40	unknown
CH981386.1||full_1__00025	189	S	Bacteria	1.30E-55	32SRE	ORF6N domain
CH981386.1||full_1__00028	162.5	S	Bacteria	1.70E-47	COG3645	SOS response
CH981386.1||full_1__00030	104.9	K	Bacteria	4.60E-30	COG2002	toxin-antitoxin pair type II binding
CH981386.1||full_1__00032	138.3	S	Virus	5.90E-41	4QC3C	
CH981386.1||full_1__00034	21.3	S	Bacteria	0.00019	33M09	YjcQ protein
CH981386.1||full_1__00036	157.2	K	Bacteria	4.40E-46	COG3561	AntA/AntB antirepressor
CH981386.1||full_1__00037	68.5	K	Bacteria	6.90E-19	COG1813	peptidyl-tyrosine sulfation
CH981386.1||full_1__00038	214.6	S	Virus	2.60E-63	4QAQE	Phage integrase family
CH981386.1||full_1__00039	65.9	S	Bacteria	3.00E-18	COG0658	competence protein
CH981396.1||full__00001	519.2	S	Virus	1.60E-155	4QG2D	
CH981396.1||full__00002	167.4	S	Virus	6.20E-50	4QD9Q	
CH981396.1||full__00003	152.7	L	Bacteria	9.60E-45	COG3723	"Recombinational DNA repair protein, rece pathway"
CH981396.1||full__00004	128.6	S	Bacteria	2.80E-37	33QUR	unknown
CH981396.1||full__00005	271.1	L	Eukarya	1.40E-80	2QRXQ	DnaB-like helicase C terminal domain
CH981396.1||full__00006	218.5	S	Virus	1.10E-65	4QGFE	
CH981396.1||full__00007	19.9	S	Bacteria	0.00054	3306H	unknown
CH981396.1||full__00009	82.2	S	Virus	3.00E-23	4QAXV	YopX protein
CH981396.1||full__00010	58.7	K	Bacteria	5.70E-16	COG1476	TRANSCRIPTIONal
CH981396.1||full__00013	174.1	S	Virus	5.00E-52	4QBPM	
CH981396.1||full__00014	164.1	S	Bacteria	2.90E-48	324KK	unknown
CH981396.1||full__00015	329.1	S	Virus	2.80E-99	4QDAG	
CH981396.1||full__00016	234	S	Virus	7.20E-70	4QCRW	
CH981396.1||full__00017	99.4	S	Virus	1.50E-28	4QF0X	Pfam:HicB_lk_antitox
CH981396.1||full__00018	116.2	S	Bacteria	6.10E-34	2ZWHH	"HicA toxin of bacterial toxin-antitoxin,"
CH981396.1||full__00019	208.4	S	Bacteria	1.40E-61	33QUR	unknown
CH981396.1||full__00020	268.3	L	Eukarya	8.90E-80	2QRXQ	DnaB-like helicase C terminal domain
CH981396.1||full__00021	222.5	S	Virus	6.00E-67	4QGFE	
CH981396.1||full__00022	182.5	S	Virus	1.20E-53	4QAIJ	C-5 cytosine-specific DNA methylase
CH981396.1||full__00023	22.4	S	Bacteria	0.00011	31SZK	unknown
CH981396.1||full__00024	181.4	S	Virus	2.60E-54	4QBPM	
CH981396.1||full__00025	164.1	S	Bacteria	2.90E-48	324KK	unknown
CH981396.1||full__00026	37	S	Virus	2.20E-09	4QAWG	DnaB-like helicase C terminal domain
CH981396.1||full__00027	218.5	S	Virus	1.10E-65	4QGFE	
CH981396.1||full__00028	19.6	S	Bacteria	0.00071	3306H	unknown
CH981396.1||full__00030	78.9	S	Virus	3.30E-22	4QAXV	YopX protein
CH981396.1||full__00032	66.3	S	Bacteria	1.70E-18	33EXP	unknown
CH981396.1||full__00036	174.1	S	Virus	5.00E-52	4QBPM	
CH981396.1||full__00037	164.1	S	Bacteria	2.90E-48	324KK	unknown
CH981397.1||full__00001	29.6	S	Virus	4.50E-07	4QE40	
CH981397.1||full__00002	105.4	S	Bacteria	2.90E-30	2ZHNQ	unknown
CH981397.1||full__00004	95.6	S	Virus	3.10E-27	4QAKM	DNA polymerase family A
CH981397.1||full__00006	189.8	L	Bacteria	9.60E-56	COG0749	"In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity"
CH981397.1||full__00008	129.3	L	Bacteria	1.60E-37	COG2176	DNA-directed DNA polymerase activity
CH981397.1||full__00009	396.9	S	Bacteria	5.70E-119	31R99	unknown
CH981397.1||full__00010	122	S	Bacteria	1.50E-35	2ZX4A	Crossover junction endodeoxyribonuclease RuvC
CH981397.1||full__00012	80	F	Bacteria	1.80E-22	COG0756	dUTP diphosphatase activity
CH981398.1||0_partial_1__00001	42.2	S	Virus	7.10E-11	4QAQE	Phage integrase family
CH981398.1||0_partial_1__00002	43.8	S	Bacteria	2.00E-11	32423	unknown
CH981398.1||0_partial_1__00003	528.3	S	Bacteria	2.90E-159	33VJF	unknown
CH981398.1||0_partial_1__00007	71.3	S	Bacteria	1.20E-19	2ZQEV	unknown
CH981398.1||0_partial_1__00008	115.2	M	Bacteria	2.70E-33	COG5632	N-Acetylmuramoyl-L-alanine amidase
CH981398.1||0_partial_1__00009	154.2	S	Virus	7.00E-46	4QCKR	
CH981398.1||0_partial_1__00010	33.3	S	Bacteria	3.90E-08	327FB	CENP-B N-terminal DNA-binding domain
CH981398.1||0_partial_1__00011	79.5	L	Archaea	2.40E-22	arCOG10339	Integrase core domain
CH981398.1||0_partial_1__00012	169.6	S	Bacteria	1.40E-50	301EI	STAS-like domain of unknown function (DUF4325)
CH981398.1||0_partial_1__00013	25.7	S	Bacteria	1.00E-05	305RG	unknown
CH981398.1||0_partial_1__00014	212.8	S	Bacteria	7.90E-63	30JW9	unknown
CH981398.1||0_partial_1__00015	653.4	S	Bacteria	3.60E-196	30JW9	unknown
CH981398.1||0_partial_1__00016	139.2	S	Bacteria	7.00E-41	32UIX	unknown
CH981398.1||0_partial_1__00017	33.6	L	Bacteria	1.80E-08	COG2963	transposase activity
CH981398.1||0_partial_1__00018	27.6	L	Bacteria	1.10E-06	COG2963	transposase activity
CH981398.1||0_partial_1__00020	21	S	Bacteria	0.00024	337YU	unknown
CH981398.1||0_partial_1__00021	221.7	S	Bacteria	2.00E-66	33XAK	unknown
CH981405.1||full_1__00001	381.3	S	Virus	7.00E-114	4QBIH	recombinase activity
CH981405.1||full_1__00002	57.2	K	Bacteria	1.30E-15	32YS4	Helix-turn-helix domain
CH981405.1||full_1__00003	33.7	K	Bacteria	1.80E-08	COG3800	Transcriptional regulator
CH981405.1||full_1__00005	128.3	S	Bacteria	2.40E-37	COG3646	Phage regulatory protein
CH981405.1||full_1__00008	149.6	S	Virus	1.60E-44	4QDB9	
CH981405.1||full_1__00009	143	S	Virus	1.90E-42	4QC3C	
CH981405.1||full_1__00010	147.9	S	Virus	7.00E-44	4QEAN	
CH981405.1||full_1__00011	298.5	S	Virus	1.10E-88	4QG2D	
CH981405.1||full_1__00012	164.1	S	Virus	7.00E-49	4QD9Q	
CH981409.1||full__00002	183.8	S	Bacteria	1.00E-54	33IDB	unknown
CH981409.1||full__00003	99.7	S	Bacteria	1.60E-28	33R9M	unknown
CH981409.1||full__00005	99.3	K	Bacteria	8.70E-29	334GS	Transcriptional regulator
CH981409.1||full__00007	22.3	S	Bacteria	0.0001	33NQC	Cro/C1-type HTH DNA-binding domain
CH981409.1||full__00009	43.1	S	Bacteria	3.90E-11	2ZMR5	unknown
CH981409.1||full__00010	48	S	Bacteria	8.20E-13	33CP1	unknown
CH981409.1||full__00017	170.6	S	Virus	5.40E-51	4QCKR	
CH981409.1||full__00018	110.4	M	Bacteria	7.90E-32	COG5632	N-Acetylmuramoyl-L-alanine amidase
CH981409.1||full__00019	158.6	S	Virus	3.60E-47	4QDII	Pfam:Holin_BhlA
CH981409.1||full__00020	122.2	S	Virus	5.90E-36	4QEHA	
CH981409.1||full__00021	221.3	S	Virus	1.50E-66	4QCNP	
CH981409.1||full__00022	371.4	S	Virus	4.40E-111	4QCYA	cell adhesion
CH981409.1||full__00023	442.6	S	Bacteria	9.10E-133	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
CH981409.1||full__00024	117	S	Bacteria	1.30E-33	COG4722	phage tail
CH981409.1||full__00025	116.6	S	Virus	7.70E-34	4QF5E	
CH981423.1||full_1__00001	409	S	Virus	2.80E-122	4QBIH	recombinase activity
CH981423.1||full_1__00002	99.6	K	Bacteria	2.80E-28	COG2932	Transcriptional regulator
CH981423.1||full_1__00003	62.4	K	Bacteria	2.30E-17	33B2D	Helix-turn-helix XRE-family like proteins
CH981423.1||full_1__00005	180.8	S	Bacteria	3.60E-53	331QR	unknown
CH981423.1||full_1__00006	45.5	S	Bacteria	8.40E-12	348UT	unknown
CH981423.1||full_1__00007	141.2	S	Bacteria	2.40E-41	COG3646	Phage regulatory protein
CH981423.1||full_1__00010	19.7	S	Bacteria	0.00075	32IG0	unknown
CH981423.1||full_1__00011	126.7	S	Bacteria	6.30E-37	331M4	Hypothetical protein (DUF2513)
CH981432.1||full__00001	37.4	S	Bacteria	2.20E-09	2ZPV7	unknown
CH981432.1||full__00002	153.2	S	Bacteria	1.20E-44	COG3645	SOS response
CH981432.1||full__00003	153.1	S	Bacteria	1.70E-45	34AHR	Helix-turn-helix domain
CH981432.1||full__00004	119.1	S	Virus	5.40E-35	4QC3C	
CH981432.1||full__00005	19.1	S	Bacteria	0.00088	2ZUPF	unknown
CH981432.1||full__00008	120.6	K	Bacteria	8.40E-35	COG2002	toxin-antitoxin pair type II binding
CH981432.1||full__00009	139.2	S	Bacteria	9.40E-41	331KR	unknown
CH981432.1||full__00010	317.6	S	Bacteria	4.20E-95	2ZCCB	unknown
CH981432.1||full__00011	486.4	S	Virus	4.20E-146	4QH4V	AAA domain
CH981432.1||full__00012	99.8	S	Virus	1.60E-28	4QEX6	
CH981432.1||full__00013	226.2	S	Virus	2.60E-67	4QDCH	
CH981432.1||full__00014	343.4	KL	Eukarya	2.50E-102	2QT4U	DEAD DEAH box helicase
CH981432.1||full__00015	24	S	Bacteria	2.10E-05	33XMQ	unknown
CH981432.1||full__00016	512.3	S	Virus	2.20E-153	4QB9Y	"hydrolase activity, acting on acid anhydrides"
CH981432.1||full__00017	394	S	Virus	8.70E-118	4QEW8	
CH981435.1||full_1__00001	118.5	S	Bacteria	9.80E-35	3396V	unknown
CH981435.1||full_1__00002	40	L	Archaea	1.30E-10	arCOG09405	Peptidoglycan-binding domain 1 protein
CH981435.1||full_1__00009	122.9	S	Bacteria	1.60E-35	COG3081	Nucleoid-associated protein
CH981435.1||full_1__00010	37.6	S	Bacteria	9.60E-10	2ZAKU	"Psort location CytoplasmicMembrane, score"
CH981435.1||full_1__00011	101.8	S	Bacteria	4.20E-29	3375J	unknown
CH981435.1||full_1__00012	94	S	Virus	7.20E-27	4QCCB	Pfam:Peptidase_M78
CH981435.1||full_1__00013	49.1	K	Bacteria	5.10E-13	COG1476	TRANSCRIPTIONal
CH981435.1||full_1__00014	231.2	S	Bacteria	3.80E-69	32W2M	unknown
CH981435.1||full_1__00015	115.7	S	Bacteria	2.50E-33	3375J	unknown
CH981435.1||full_1__00016	73.6	S	Bacteria	1.40E-20	32YNZ	unknown
CH981435.1||full_1__00017	63	S	Bacteria	1.70E-17	32FG6	unknown
CH981435.1||full_1__00018	542.5	S	Bacteria	6.60E-163	2Z8I6	Pfam Phage tail sheath protein
CH981435.1||full_1__00019	229.2	S	Bacteria	1.40E-68	32R8A	Phage tail tube protein
CH981435.1||full_1__00020	195.1	S	Bacteria	4.40E-58	334J1	"Phage XkdN-like tail assembly chaperone protein, TAC"
CH981435.1||full_1__00021	539.6	S	Virus	1.30E-161	4QBJU	
CH981435.1||full_1__00022	63.7	S	Bacteria	1.80E-17	33C6C	unknown
CH981435.1||full_1__00023	224.6	S	Eukarya	2.40E-66	2SSGJ	unknown
CH981435.1||full_1__00024	123.2	S	Bacteria	4.10E-36	33B66	Protein of unknown function (DUF2577)
CH981435.1||full_1__00025	86.2	S	Bacteria	1.70E-24	31F2E	Protein of unknown function (DUF2634)
CH981435.1||full_1__00026	175.2	S	Virus	2.40E-51	4QAMU	Baseplate J-like protein
CH981435.1||full_1__00027	89.8	S	Virus	1.60E-25	4QAYF	Uncharacterized protein conserved in bacteria (DUF2313)
CH981435.1||full_1__00028	110.6	S	Bacteria	3.40E-32	33NU8	unknown
CH981435.1||full_1__00029	409.2	S	Eukarya	3.20E-122	KOG1072	protein ubiquitination
CH981435.1||full_1__00031	107.3	S	Bacteria	2.80E-31	2ZQ0A	unknown
CH981435.1||full_1__00032	141.8	S	Bacteria	2.90E-41	COG4824	toxin secretion phage lysis holin
CH981435.1||full_1__00033	95.2	M	Bacteria	3.70E-27	COG5632	N-Acetylmuramoyl-L-alanine amidase
CH981455.1||full__00001	81.5	S	Bacteria	4.60E-23	33MWH	unknown
CH981455.1||full__00002	64.4	V	Archaea	1.10E-17	arCOG03898	COG1403 Restriction endonuclease
CH981455.1||full__00003	102.3	S	Bacteria	1.50E-29	33DWD	"Phage terminase, small subunit"
CH981455.1||full__00004	426.5	S	Virus	1.20E-127	4QBV3	Phage Terminase
CH981455.1||full__00005	92.6	S	Virus	2.50E-26	4QAYV	Phage portal protein
CH981455.1||full__00006	147.5	S	Bacteria	5.10E-43	COG3740	"Phage prohead protease, HK97 family"
CH981455.1||full__00007	166	S	Bacteria	1.80E-48	COG4653	Phage capsid family
CH981455.1||full__00008	133.9	S	Bacteria	1.20E-39	331B9	unknown
CH981455.1||full__00009	155.1	S	Virus	4.30E-46	4QHDI	
CH981455.1||full__00010	139.3	S	Bacteria	5.90E-41	32Y56	unknown
CH981455.1||full__00011	134.4	S	Virus	1.60E-39	4QGD9	aminopeptidase activity
CH981455.1||full__00012	223.7	S	Bacteria	1.50E-66	2Z7JU	"phage major tail protein, phi13 family"
CH981455.1||full__00013	157	S	Bacteria	2.00E-46	32J4N	unknown
CH981455.1||full__00014	274.7	S	Bacteria	2.40E-81	COG5293	efflux transmembrane transporter activity
CH981455.1||full__00015	116.8	S	Bacteria	1.50E-33	COG4722	phage tail
CH981455.1||full__00016	448.8	S	Bacteria	1.30E-134	2Z9TX	Siphovirus ReqiPepy6 Gp37-like protein
CH981467.1||full__00001	127.3	S	Bacteria	1.80E-37	33BWX	unknown
CH981467.1||full__00002	293.3	S	Bacteria	8.60E-88	33WCR	unknown
CH981467.1||full__00003	87.5	S	Bacteria	1.50E-24	33BW7	Protein of unknwon function (DUF3310)
CH981467.1||full__00004	165	S	Bacteria	2.60E-48	33C23	unknown
CH981467.1||full__00005	19.7	S	Eukarya	0.00035	2R5T3	"zinc-finger of the FCS-type, C2-C2"
CH981467.1||full__00006	20.7	S	Virus	0.00035	4QCRP	
CH981467.1||full__00007	185	S	Bacteria	9.60E-55	2Z8BH	DNA N-6-adenine-methyltransferase
CH981467.1||full__00008	204.5	S	Virus	2.00E-60	4QAW1	
CH981467.1||full__00010	89.1	S	Virus	2.30E-25	4QAXV	YopX protein
CH981467.1||full__00013	33.9	S	Bacteria	3.00E-08	34A9H	unknown
CH981467.1||full__00014	29.9	S	Bacteria	4.80E-07	31SZK	unknown
CH981467.1||full__00015	202.2	S	Bacteria	3.30E-60	2ZH15	Protein of unknown function (DUF669)
CH981467.1||full__00016	78.3	L	Bacteria	5.50E-22	COG2887	Belongs to the helicase family. UvrD subfamily
CH981467.1||full__00017	91.9	L	Bacteria	3.20E-26	COG1591	pfam vrr-nuc
CH981467.1||full__00018	58.5	S	Bacteria	6.30E-16	32RH5	unknown
CH981467.1||full__00019	30.8	S	Virus	2.10E-07	4QFWZ	Pfam:DUF5406
CH981467.1||full__00020	150.3	L	Bacteria	7.80E-45	COG0553	"Transcription regulator that activates transcription by stimulating RNA polymerase (RNAP) recycling in case of stress conditions such as supercoiled DNA or high salt concentrations. Probably acts by releasing the RNAP, when it is trapped or immobilized on tightly supercoiled DNA. Does not activate transcription on linear DNA. Probably not involved in DNA repair"
CH981467.1||full__00021	113.4	K	Bacteria	1.30E-32	COG2002	toxin-antitoxin pair type II binding
