prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
ADFW01000001.1||6_partial_1__00006,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_6,774,,phrog_833,phrog,833,,endolysin
ADFW01000001.1||6_partial_1__00007,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_7,411,,phrog_199,phrog,199,,holin
ADFW01000001.1||6_partial_1__00008,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_8,162,,phrog_5056,phrog,5056,,hypothetical protein
ADFW01000001.1||6_partial_1__00009,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_9,393,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00010,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_10,2100,,phrog_12615,phrog,12615,,hypothetical protein
ADFW01000001.1||6_partial_1__00011,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_11,279,,phrog_6293,phrog,6293,,hypothetical protein
ADFW01000001.1||6_partial_1__00012,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_12,582,,phrog_521,phrog,521,,tail protein
ADFW01000001.1||6_partial_1__00013,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_13,1077,,phrog_6,phrog,6,,baseplate protein
ADFW01000001.1||6_partial_1__00014,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_14,423,,phrog_120,phrog,120,,baseplate protein
ADFW01000001.1||6_partial_1__00015,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_15,288,,phrog_579,phrog,579,,hypothetical protein
ADFW01000001.1||6_partial_1__00016,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_16,969,,phrog_400,phrog,400,,tail protein
ADFW01000001.1||6_partial_1__00017,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_17,642,,phrog_380,phrog,380,,endolysin
ADFW01000001.1||6_partial_1__00018,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_18,2046,,phrog_1068,phrog,1068,,tail length tape measure protein
ADFW01000001.1||6_partial_1__00019,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_19,423,,phrog_389,phrog,389,,tail protein XkdN-like protein
ADFW01000001.1||6_partial_1__00020,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_20,462,,phrog_365,phrog,365,,tail protein
ADFW01000001.1||6_partial_1__00021,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_21,1335,,phrog_279,phrog,279,,tail sheath
ADFW01000001.1||6_partial_1__00022,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_22,183,,phrog_966,phrog,966,,hypothetical protein
ADFW01000001.1||6_partial_1__00023,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_23,429,,phrog_525,phrog,525,,hypothetical protein
ADFW01000001.1||6_partial_1__00024,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_24,672,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00025,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_25,450,,phrog_248,phrog,248,,transcriptional activator
ADFW01000001.1||6_partial_1__00026,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_26,456,,phrog_8,phrog,8,,transcriptional regulator
ADFW01000001.1||6_partial_1__00027,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_27,435,,phrog_87,phrog,87,,metallo-protease
ADFW01000001.1||6_partial_1__00028,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_28,483,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00029,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_29,1482,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00030,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_30,1056,,phrog_1974,phrog,1974,,hypothetical protein
ADFW01000001.1||6_partial_1__00031,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_31,258,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00032,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_32,312,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00033,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_33,858,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00034,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_34,240,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00035,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_35,831,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00036,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_36,327,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00037,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_37,2007,,phrog_15213,phrog,15213,,hypothetical protein
ADFW01000001.1||6_partial_1__00038,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_38,312,,phrog_2316,phrog,2316,,hypothetical protein
ADFW01000001.1||6_partial_1__00039,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_39,231,,,,,,hypothetical protein
ADFW01000001.1||7_partial__00001,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_1,168,,,,,,hypothetical protein
ADFW01000001.1||7_partial__00002,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_2,1215,,phrog_11383,phrog,11383,,hypothetical protein
ADFW01000001.1||7_partial__00003,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_3,210,,,,,,hypothetical protein
ADFW01000001.1||7_partial__00004,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_4,885,,phrog_392,phrog,392,,metal-dependent hydrolase
ADFW01000001.1||7_partial__00005,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_5,768,,,,,,hypothetical protein
ADFW01000001.1||7_partial__00006,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_6,1314,yycH,,,,COG4863,Two-component system WalR/WalK regulatory protein YycH
ADFW01000001.1||7_partial__00007,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_7,1827,,phrog_857,phrog,857,,hypothetical protein
ADFW01000001.1||7_partial__00008,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_8,849,,phrog_731,phrog,731,,hypothetical protein
ADFW01000001.1||7_partial__00009,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_9,1248,,phrog_3578,phrog,3578,,metallo-endopeptidase
ADFW01000001.1||7_partial__00010,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_10,663,,,,,,hypothetical protein
ADFW01000001.1||7_partial__00011,ADFW01000001.1||7_partial,ADFW01000001.1||7_partial_11,351,,phrog_8256,phrog,8256,,hypothetical protein
ADFW01000002.1||0_partial_1__00001,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_1,465,,phrog_87,phrog,87,,metallo-protease
ADFW01000002.1||0_partial_1__00002,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_2,333,,phrog_8,phrog,8,,transcriptional regulator
ADFW01000002.1||0_partial_1__00003,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_3,183,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00004,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_4,249,,phrog_30631,phrog,30631,,hypothetical protein
ADFW01000002.1||0_partial_1__00005,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_5,252,,phrog_13817,phrog,13817,,hypothetical protein
ADFW01000002.1||0_partial_1__00006,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_6,231,,phrog_31314,phrog,31314,,hypothetical protein
ADFW01000002.1||0_partial_1__00007,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_7,285,,phrog_4681,phrog,4681,,antitoxin from a toxin-antitoxin system
ADFW01000002.1||0_partial_1__00008,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_8,372,,phrog_997,phrog,997,,replication terminator
ADFW01000002.1||0_partial_1__00009,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_9,711,,phrog_1029,phrog,1029,,hypothetical protein
ADFW01000002.1||0_partial_1__00010,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_10,1311,,phrog_1499,phrog,1499,,hypothetical protein
ADFW01000002.1||0_partial_1__00011,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_11,1077,,phrog_124,phrog,124,,Sak4-like ssDNA annealing protein
ADFW01000002.1||0_partial_1__00012,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_12,507,,phrog_2698,phrog,2698,,hypothetical protein
ADFW01000002.1||0_partial_1__00013,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_13,1581,,phrog_16,phrog,16,,DNA helicase
ADFW01000002.1||0_partial_1__00014,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_14,2307,,phrog_2597,phrog,2597,,DNA primase
ADFW01000002.1||0_partial_1__00015,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_15,354,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00016,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_16,396,,phrog_140,phrog,140,,RusA-like Holliday junction resolvase
ADFW01000002.1||0_partial_1__00017,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_17,222,,phrog_3745,phrog,3745,,hypothetical protein
ADFW01000002.1||0_partial_1__00018,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_18,1101,,phrog_351,phrog,351,,RNA polymerase sigma factor
ADFW01000002.1||0_partial_1__00019,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_19,195,,phrog_1455,phrog,1455,,hypothetical protein
ADFW01000002.1||0_partial_1__00020,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_20,429,,phrog_36,phrog,36,,transcriptional regulator
ADFW01000002.1||0_partial_1__00021,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_21,207,,phrog_1454,phrog,1454,,hypothetical protein
ADFW01000002.1||0_partial_1__00022,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_22,243,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00023,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_23,369,,phrog_419,phrog,419,,hypothetical protein
ADFW01000002.1||0_partial_1__00024,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_24,168,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00025,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_25,780,,phrog_509,phrog,509,,terminase small subunit
ADFW01000002.1||0_partial_1__00026,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_26,1296,,phrog_10250,phrog,10250,,hypothetical protein
ADFW01000002.1||0_partial_1__00027,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_27,1410,,phrog_64,phrog,64,,portal protein
ADFW01000002.1||0_partial_1__00028,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_28,843,,phrog_115,phrog,115,,minor head protein
ADFW01000002.1||0_partial_1__00029,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_29,597,,phrog_172,phrog,172,,head scaffolding protein
ADFW01000002.1||0_partial_1__00030,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_30,897,,phrog_544,phrog,544,,major head protein
ADFW01000002.1||0_partial_1__00031,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_31,324,,phrog_132,phrog,132,,head-tail adaptor
ADFW01000002.1||0_partial_1__00032,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_32,306,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00033,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_33,336,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00034,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_34,411,,phrog_176,phrog,176,,tail terminator
ADFW01000002.1||0_partial_1__00035,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_35,525,,phrog_1407,phrog,1407,,major tail protein
ADFW01000002.1||0_partial_1__00036,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_36,306,,phrog_2115,phrog,2115,,tail protein
ADFW01000002.1||0_partial_1__00037,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_37,348,,phrog_7423,phrog,7423,,hypothetical protein
ADFW01000002.1||0_partial_1__00038,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_38,3201,,phrog_58,phrog,58,,tail length tape measure protein
ADFW01000002.1||0_partial_1__00039,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_39,699,,phrog_33,phrog,33,,distal tail protein Dit
ADFW01000002.1||0_partial_1__00040,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_40,1479,,phrog_3558,phrog,3558,,tail protein
ADFW01000002.1||0_partial_1__00041,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_41,765,,phrog_5339,phrog,5339,,virion structural protein
ADFW01000002.1||0_partial_1__00042,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_42,201,,phrog_6220,phrog,6220,,hypothetical protein
ADFW01000002.1||0_partial_1__00043,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_43,168,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00044,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_44,408,,phrog_199,phrog,199,,holin
ADFW01000002.1||0_partial_1__00045,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_45,672,,phrog_3088,phrog,3088,,amidase
ADFW01000002.1||0_partial_1__00046,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_46,438,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00047,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_47,348,,phrog_1299,phrog,1299,,holin
ADFW01000002.1||0_partial_1__00048,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_48,348,,phrog_151,phrog,151,,transposase
ADFW01000002.1||0_partial_1__00049,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_49,852,,phrog_157,phrog,157,,transposase
ADFW01000002.1||0_partial_1__00050,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_50,339,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00051,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_51,1569,gerBA,,,,,Spore germination protein B1
ADFW01000002.1||0_partial_1__00052,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_52,1563,npr,3.4.24.28,3.4.24.28,,,Bacillolysin
ADFW01000002.1||0_partial_1__00053,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_53,621,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00054,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_54,558,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00055,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_55,1212,,phrog_2331,phrog,2331,,transposase
ADFW01000002.1||0_partial_1__00056,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_56,348,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00057,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_57,1413,,phrog_1319,phrog,1319,,dehydrogenase
ADFW01000002.1||0_partial_1__00058,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_58,309,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00059,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_59,129,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00060,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_60,1644,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00061,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_61,363,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00062,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_62,705,,phrog_293,phrog,293,,ABC transporter
ADFW01000002.1||0_partial_1__00063,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_63,933,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00064,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_64,1224,,phrog_1,phrog,1,,integrase
ADFW01000002.1||0_partial_1__00065,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_65,795,,phrog_18248,phrog,18248,,transcriptional regulator
ADFW01000002.1||0_partial_1__00066,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_66,198,,phrog_1468,phrog,1468,,transcriptional repressor
ADFW01000002.1||0_partial_1__00067,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_67,741,,phrog_63,phrog,63,,anti-repressor Ant
ADFW01000002.1||0_partial_1__00068,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_68,240,,,,,,hypothetical protein
ADFW01000002.1||0_partial_1__00069,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_69,741,,phrog_373,phrog,373,,anti-repressor
ADFW01000002.1||0_partial_1__00070,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_70,219,,phrog_12765,phrog,12765,,hypothetical protein
ADFW01000002.1||0_partial_1__00071,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_71,228,,phrog_12380,phrog,12380,,hypothetical protein
ADFW01000002.1||0_partial_1__00072,ADFW01000002.1||0_partial_1,ADFW01000002.1||0_partial_1_72,264,,phrog_9497,phrog,9497,,hypothetical protein
ADFW01000003.1||full_1__00001,ADFW01000003.1||full_1,ADFW01000003.1||full_1_1,180,,phrog_361,phrog,361,,terminase small subunit
ADFW01000003.1||full_1__00002,ADFW01000003.1||full_1,ADFW01000003.1||full_1_2,369,,phrog_144,phrog,144,,HNH endonuclease
ADFW01000003.1||full_1__00003,ADFW01000003.1||full_1,ADFW01000003.1||full_1_3,315,,phrog_1315,phrog,1315,,hypothetical protein
ADFW01000003.1||full_1__00004,ADFW01000003.1||full_1,ADFW01000003.1||full_1_4,159,,,,,,hypothetical protein
ADFW01000003.1||full_1__00005,ADFW01000003.1||full_1,ADFW01000003.1||full_1_5,204,,phrog_353,phrog,353,,toxin
ADFW01000003.1||full_1__00006,ADFW01000003.1||full_1,ADFW01000003.1||full_1_6,417,,phrog_497,phrog,497,,toxin-antitoxin system HicB-like protein
ADFW01000003.1||full_1__00007,ADFW01000003.1||full_1,ADFW01000003.1||full_1_7,345,,phrog_8256,phrog,8256,,hypothetical protein
ADFW01000003.1||full_1__00008,ADFW01000003.1||full_1,ADFW01000003.1||full_1_8,438,,phrog_248,phrog,248,,transcriptional activator
ADFW01000003.1||full_1__00009,ADFW01000003.1||full_1,ADFW01000003.1||full_1_9,144,,,,,,hypothetical protein
ADFW01000003.1||full_1__00010,ADFW01000003.1||full_1,ADFW01000003.1||full_1_10,246,,,,,,hypothetical protein
ADFW01000003.1||full_1__00011,ADFW01000003.1||full_1,ADFW01000003.1||full_1_11,234,,phrog_26793,phrog,26793,,hypothetical protein
ADFW01000003.1||full_1__00012,ADFW01000003.1||full_1,ADFW01000003.1||full_1_12,183,,phrog_7018,phrog,7018,,hypothetical protein
ADFW01000003.1||full_1__00013,ADFW01000003.1||full_1,ADFW01000003.1||full_1_13,783,,phrog_363,phrog,363,,DNA methyltransferase
ADFW01000003.1||full_1__00014,ADFW01000003.1||full_1,ADFW01000003.1||full_1_14,366,,phrog_10273,phrog,10273,,hypothetical protein
ADFW01000003.1||full_1__00015,ADFW01000003.1||full_1,ADFW01000003.1||full_1_15,375,,phrog_34,phrog,34,,RusA-like Holliday junction resolvase
ADFW01000003.1||full_1__00016,ADFW01000003.1||full_1,ADFW01000003.1||full_1_16,219,,phrog_3356,phrog,3356,,transposase
ADFW01000003.1||full_1__00017,ADFW01000003.1||full_1,ADFW01000003.1||full_1_17,111,,,,,,hypothetical protein
ADFW01000003.1||full_1__00018,ADFW01000003.1||full_1,ADFW01000003.1||full_1_18,633,,phrog_50,phrog,50,,DnaC-like helicase loader
ADFW01000003.1||full_1__00019,ADFW01000003.1||full_1,ADFW01000003.1||full_1_19,783,,phrog_186,phrog,186,,DnaD-like helicase loader
ADFW01000003.1||full_1__00020,ADFW01000003.1||full_1,ADFW01000003.1||full_1_20,333,,phrog_7370,phrog,7370,,HNH endonuclease
ADFW01000003.1||full_1__00021,ADFW01000003.1||full_1,ADFW01000003.1||full_1_21,390,,phrog_15234,phrog,15234,,hypothetical protein
ADFW01000003.1||full_1__00022,ADFW01000003.1||full_1,ADFW01000003.1||full_1_22,405,,phrog_44,phrog,44,,single strand DNA binding protein
ADFW01000003.1||full_1__00023,ADFW01000003.1||full_1,ADFW01000003.1||full_1_23,639,,phrog_155,phrog,155,,Erf-like ssDNA annealing protein
ADFW01000003.1||full_1__00024,ADFW01000003.1||full_1,ADFW01000003.1||full_1_24,549,,phrog_2205,phrog,2205,,Mu Gam-like end protection
ADFW01000003.1||full_1__00025,ADFW01000003.1||full_1,ADFW01000003.1||full_1_25,264,,,,,,hypothetical protein
ADFW01000003.1||full_1__00026,ADFW01000003.1||full_1,ADFW01000003.1||full_1_26,141,,phrog_8406,phrog,8406,,hypothetical protein
ADFW01000003.1||full_1__00027,ADFW01000003.1||full_1,ADFW01000003.1||full_1_27,345,,phrog_8406,phrog,8406,,hypothetical protein
ADFW01000003.1||full_1__00028,ADFW01000003.1||full_1,ADFW01000003.1||full_1_28,513,,,,,,hypothetical protein
ADFW01000003.1||full_1__00029,ADFW01000003.1||full_1,ADFW01000003.1||full_1_29,258,,,,,,hypothetical protein
ADFW01000003.1||full_1__00030,ADFW01000003.1||full_1,ADFW01000003.1||full_1_30,576,,phrog_14421,phrog,14421,,hypothetical protein
ADFW01000003.1||full_1__00031,ADFW01000003.1||full_1,ADFW01000003.1||full_1_31,753,,phrog_130,phrog,130,,anti-repressor Ant
ADFW01000003.1||full_1__00032,ADFW01000003.1||full_1,ADFW01000003.1||full_1_32,174,,phrog_13275,phrog,13275,,hypothetical protein
ADFW01000003.1||full_1__00033,ADFW01000003.1||full_1,ADFW01000003.1||full_1_33,231,,phrog_10535,phrog,10535,,hypothetical protein
ADFW01000003.1||full_1__00034,ADFW01000003.1||full_1,ADFW01000003.1||full_1_34,327,,phrog_13601,phrog,13601,,hypothetical protein
ADFW01000005.1||full__00001,ADFW01000005.1||full,ADFW01000005.1||full_1,480,,phrog_1499,phrog,1499,,hypothetical protein
ADFW01000005.1||full__00002,ADFW01000005.1||full,ADFW01000005.1||full_2,198,,phrog_5189,phrog,5189,,hypothetical protein
ADFW01000005.1||full__00003,ADFW01000005.1||full,ADFW01000005.1||full_3,915,,phrog_2780,phrog,2780,,RecT-like ssDNA annealing protein
